idx parity
20.099999999999998 1.6373
21.099999999999998 1.2453
22.099999999999998 1.2453
23.099999999999998 1.4798
24.099999999999998 1.2077
25.099999999999998 1.5241
26.099999999999998 1.4858
27.099999999999998 1.4858
28.099999999999998 1.5943
