idx parity
20.099999999999998 1.3885
21.099999999999998 1.1729
22.099999999999998 1.1729
23.099999999999998 1.4048
24.099999999999998 1.0981
25.099999999999998 1.2130
26.099999999999998 1.1446
27.099999999999998 1.1446
28.099999999999998 1.3036
