idx parity
20.099999999999998 1.5022
21.099999999999998 1.2799
22.099999999999998 1.2799
23.099999999999998 1.5333
24.099999999999998 1.2104
25.099999999999998 1.3486
26.099999999999998 1.2280
27.099999999999998 1.2280
28.099999999999998 1.3219
